Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Employee ID,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ATTRITION FLAG,AGE GROUP,INCOME BAND,PROMOTION RISK
26,Yes,Non-Travel,314,Support,13,2,Marketing,1,33302,3,Male,191,3,2,Healthcare Representative,3,Single,33302,3309,39708,0,Y,Yes,9,1,1,80,2,5,1,3,1,1,1,1,1,Below 30,Low,Low Risk
53,No,Travel_Rarely,467,Hardware,29,3,Medical,1,33306,3,Male,83,3,3,Research Director,1,Married,33306,18141,326538,7,Y,Yes,46,4,3,80,2,40,4,1,4,4,3,2,0,50+,Medium,Low Risk
55,Yes,Non-Travel,1415,Research & Development,39,5,Medical,1,33310,2,Female,59,3,2,Laboratory Technician,2,Married,33310,34609,830616,3,Y,Yes,23,3,1,80,2,16,3,2,4,1,3,3,1,50+,High,Low Risk
36,No,Non-Travel,1295,Support,43,3,Human Resources,1,33311,4,Male,113,3,2,Sales Representative,2,Divorced,33311,3409,74998,4,Y,No,47,1,3,80,2,34,3,2,33,5,5,31,0,30-40,Low,High Risk
31,No,Non-Travel,650,Sales,33,1,Medical,1,20802,3,Female,109,1,3,Sales Executive,4,Single,20802,46251,508761,6,Y,Yes,45,4,2,80,3,5,6,1,4,4,3,1,0,30-40,High,Low Risk
45,No,Travel_Frequently,1113,Hardware,39,1,Medical,1,33316,2,Female,175,2,1,Manager,1,Married,33316,4276,98348,1,Y,Yes,48,4,1,80,2,5,3,3,4,4,4,2,0,41-50,Low,High Risk
19,No,Non-Travel,725,Hardware,10,1,Life Sciences,1,20803,1,Female,65,3,1,Laboratory Technician,3,Divorced,20803,37100,296800,8,Y,No,2,4,2,80,4,8,4,3,8,1,4,1,0,Below 30,High,High Risk
25,Yes,Travel_Frequently,905,Support,7,3,Marketing,1,33327,2,Male,156,3,1,Research Scientist,3,Married,33327,23422,445018,4,Y,No,46,1,3,80,2,17,1,3,16,13,10,4,1,Below 30,Medium,High Risk
50,No,Travel_Rarely,232,Sales,25,5,Technical Degree,1,33334,4,Male,83,1,3,Laboratory Technician,2,Divorced,33334,38030,1102870,2,Y,No,4,4,3,80,2,8,2,1,5,2,5,1,0,41-50,High,High Risk
52,No,Travel_Frequently,1306,Support,11,5,Other,1,20805,3,Female,61,4,2,Research Scientist,4,Single,20805,48021,432189,5,Y,No,21,1,2,80,3,3,1,3,2,2,1,1,0,50+,High,Low Risk
33,No,Travel_Rarely,1115,Research & Development,47,1,Other,1,33341,3,Female,55,3,5,Human Resources,4,Divorced,33341,20695,393205,1,Y,Yes,25,1,4,80,2,33,2,1,32,25,27,4,0,30-40,Medium,High Risk
26,Yes,Travel_Frequently,915,Sales,36,3,Life Sciences,1,33350,1,Male,146,4,5,Sales Representative,1,Divorced,33350,4900,39200,4,Y,No,30,4,4,80,2,8,6,2,4,1,1,4,1,Below 30,Low,Low Risk
55,No,Travel_Frequently,354,Support,18,2,Marketing,1,33353,3,Male,148,2,3,Research Director,1,Single,33353,10587,275262,7,Y,Yes,7,1,4,80,2,5,3,1,2,1,1,2,0,50+,Medium,Low Risk
58,No,Travel_Rarely,1291,Software,27,5,Life Sciences,1,33358,2,Female,162,1,3,Healthcare Representative,1,Divorced,33358,34905,767910,6,Y,Yes,8,4,3,80,2,10,6,1,8,7,6,8,0,50+,High,High Risk
50,Yes,Travel_Rarely,1148,Hardware,31,4,Human Resources,1,33362,2,Male,140,3,5,Laboratory Technician,4,Divorced,33362,28647,143235,8,Y,No,47,1,2,80,2,7,6,4,2,1,1,1,1,41-50,Medium,Low Risk
47,Yes,Travel_Rarely,623,Human Resources,36,5,Medical,1,33368,2,Female,41,1,1,Healthcare Representative,1,Divorced,33368,6441,135261,8,Y,No,39,1,1,80,2,17,6,3,10,9,8,5,1,41-50,Low,High Risk
28,No,Travel_Rarely,1477,Human Resources,34,5,Life Sciences,1,20811,3,Female,80,3,2,Laboratory Technician,2,Divorced,20811,17340,468180,3,Y,No,15,2,3,80,4,19,2,2,12,11,12,6,0,Below 30,Medium,High Risk
32,Yes,Non-Travel,525,Research & Development,41,4,Marketing,1,33375,1,Female,80,1,4,Laboratory Technician,1,Single,33375,5402,64824,2,Y,Yes,46,1,1,80,2,16,3,2,6,2,2,4,1,30-40,Low,Low Risk
34,Yes,Non-Travel,798,Sales,43,5,Marketing,1,33386,3,Male,45,4,5,Sales Representative,2,Single,33386,23172,417096,0,Y,Yes,19,2,3,80,2,10,2,2,5,3,5,2,1,30-40,Medium,High Risk
18,No,Travel_Frequently,679,Research & Development,1,1,Technical Degree,1,33389,3,Female,90,1,5,Laboratory Technician,3,Single,33389,20675,351475,5,Y,Yes,40,1,4,80,2,40,4,4,31,23,25,22,0,Below 30,Medium,High Risk
50,Yes,Travel_Rarely,1125,Sales,37,4,Marketing,1,20814,1,Female,137,1,1,Laboratory Technician,4,Divorced,20814,37133,556995,7,Y,Yes,29,4,2,80,4,12,1,1,9,5,8,5,1,41-50,High,High Risk
52,No,Non-Travel,1415,Human Resources,24,4,Human Resources,1,33390,3,Male,173,2,5,Developer,2,Single,33390,26275,78825,0,Y,Yes,29,1,3,80,2,16,6,1,5,5,1,5,0,50+,Medium,Low Risk
46,Yes,Non-Travel,405,Support,39,2,Human Resources,1,20815,2,Female,78,4,1,Manager,1,Single,20815,33083,628577,6,Y,Yes,25,3,4,80,4,32,3,4,1,1,1,1,1,41-50,High,Low Risk
26,Yes,Travel_Rarely,1316,Support,9,4,Medical,1,33391,2,Female,136,2,4,Manager,1,Divorced,33391,22205,488510,1,Y,No,34,4,3,80,2,28,1,3,3,1,2,3,1,Below 30,Medium,Low Risk
32,No,Travel_Frequently,284,Research & Development,13,3,Human Resources,1,33396,4,Male,70,3,5,Research Scientist,4,Married,33396,29526,206682,7,Y,No,4,4,1,80,2,9,3,4,7,3,2,4,0,30-40,Medium,Low Risk
43,Yes,Travel_Rarely,703,Research & Development,28,5,Technical Degree,1,33399,4,Female,68,3,2,Research Director,4,Single,33399,15290,244640,1,Y,Yes,49,4,1,80,2,2,2,1,2,2,2,1,1,41-50,Medium,Low Risk
52,Yes,Non-Travel,264,Human Resources,42,1,Life Sciences,1,33407,4,Female,71,3,1,Manager,1,Married,33407,6076,109368,7,Y,No,18,2,4,80,2,9,5,3,8,5,8,5,1,50+,Low,High Risk
49,No,Travel_Frequently,107,Human Resources,16,5,Marketing,1,33410,4,Female,187,4,5,Sales Representative,1,Divorced,33410,12166,109494,2,Y,No,45,3,2,80,2,21,3,1,20,17,2,12,0,41-50,Medium,Low Risk
20,Yes,Non-Travel,260,Sales,32,1,Other,1,20820,2,Female,128,2,4,Manufacturing Director,2,Divorced,20820,11536,276864,6,Y,No,21,2,3,80,4,35,2,1,26,19,11,26,1,Below 30,Medium,High Risk
20,No,Travel_Frequently,516,Research & Development,16,2,Technical Degree,1,33413,2,Male,85,4,3,Sales Representative,3,Divorced,33413,37350,672300,7,Y,Yes,34,1,3,80,2,18,6,1,5,1,5,1,0,Below 30,High,High Risk
30,No,Travel_Rarely,1120,Research & Development,46,3,Technical Degree,1,20821,1,Male,121,2,4,Manufacturing Director,2,Divorced,20821,12751,267771,5,Y,Yes,22,2,1,80,3,24,5,4,3,2,2,1,0,30-40,Medium,Low Risk
23,Yes,Travel_Frequently,358,Research & Development,35,2,Human Resources,1,33414,4,Female,93,2,1,Manufacturing Director,2,Single,33414,43726,349808,3,Y,No,40,3,2,80,2,1,1,2,1,1,1,1,1,Below 30,High,Low Risk
35,Yes,Travel_Rarely,1120,Hardware,11,3,Medical,1,33415,4,Female,187,4,1,Manager,4,Married,33415,45220,587860,3,Y,No,45,1,4,80,2,26,3,4,11,11,11,4,1,30-40,High,High Risk
40,Yes,Travel_Rarely,439,Sales,47,4,Life Sciences,1,33416,1,Male,187,2,1,Research Director,4,Married,33416,26008,416128,4,Y,Yes,40,4,3,80,2,11,1,3,1,1,1,1,1,30-40,Medium,Low Risk
32,Yes,Travel_Frequently,1183,Sales,17,3,Medical,1,20824,2,Male,70,2,1,Developer,3,Married,20824,25143,628575,6,Y,No,19,4,3,80,4,5,4,2,3,2,1,2,1,30-40,Medium,Low Risk
34,Yes,Travel_Rarely,113,Software,15,2,Human Resources,1,33418,4,Male,98,1,5,Sales Representative,1,Single,33418,25644,102576,2,Y,Yes,33,2,2,80,2,32,6,1,25,24,6,1,1,30-40,Medium,High Risk
44,Yes,Non-Travel,803,Software,11,1,Technical Degree,1,33419,1,Female,163,2,1,Sales Representative,1,Married,33419,5319,15957,1,Y,Yes,13,3,4,80,2,17,2,3,8,7,4,5,1,41-50,Low,High Risk
38,Yes,Travel_Frequently,299,Human Resources,30,3,Technical Degree,1,33423,1,Male,144,3,2,Healthcare Representative,1,Single,33423,9163,247401,5,Y,No,21,2,2,80,2,35,3,3,7,1,5,2,1,30-40,Low,High Risk
24,Yes,Travel_Rarely,192,Sales,30,5,Medical,1,33425,2,Female,95,1,1,Sales Executive,2,Married,33425,7652,153040,1,Y,Yes,29,4,3,80,2,38,6,2,35,10,19,15,1,Below 30,Low,High Risk
22,No,Travel_Frequently,1392,Human Resources,28,4,Other,1,20828,1,Male,189,1,5,Manager,4,Married,20828,1624,40600,6,Y,No,24,4,3,80,4,33,2,3,20,18,4,7,0,Below 30,Low,High Risk
25,No,Non-Travel,1373,Sales,3,3,Human Resources,1,33427,3,Male,170,3,2,Manager,1,Single,33427,13892,222272,5,Y,No,37,2,2,80,2,9,3,1,7,3,5,6,0,Below 30,Medium,High Risk
49,No,Travel_Frequently,1475,Human Resources,10,5,Life Sciences,1,20829,2,Male,65,2,3,Developer,4,Divorced,20829,17004,374088,1,Y,Yes,19,4,3,80,4,40,1,4,5,5,3,2,0,41-50,Medium,Low Risk
33,Yes,Travel_Rarely,292,Support,41,1,Medical,1,33428,1,Female,164,4,5,Research Director,4,Married,33428,40069,1041794,0,Y,No,0,4,3,80,2,8,1,4,3,1,3,1,1,30-40,High,Low Risk
22,No,Non-Travel,505,Hardware,27,2,Medical,1,20830,1,Female,54,4,4,Sales Executive,4,Divorced,20830,25462,356468,0,Y,No,12,4,1,80,3,34,1,2,21,8,10,9,0,Below 30,Medium,High Risk
58,Yes,Non-Travel,694,Hardware,9,2,Technical Degree,1,33433,1,Male,109,2,3,Human Resources,4,Married,33433,14612,146120,3,Y,Yes,49,1,2,80,2,27,6,4,2,1,1,2,1,50+,Medium,Low Risk
40,Yes,Travel_Rarely,1175,Support,44,4,Medical,1,20831,4,Female,39,3,3,Research Scientist,1,Married,20831,42339,1100814,6,Y,Yes,40,2,3,80,3,11,1,2,10,10,6,8,1,30-40,High,High Risk
50,No,Travel_Rarely,1486,Software,12,1,Marketing,1,33435,4,Female,64,1,2,Human Resources,3,Single,33435,5577,61347,5,Y,No,34,1,1,80,2,26,4,3,22,7,2,14,0,41-50,Low,Low Risk
31,No,Travel_Rarely,923,Software,20,3,Other,1,20832,3,Female,198,3,1,Healthcare Representative,2,Single,20832,24619,541618,8,Y,No,47,2,4,80,4,27,2,2,21,11,3,6,0,30-40,Medium,Low Risk
49,No,Travel_Rarely,495,Support,26,5,Human Resources,1,33439,2,Male,144,4,2,Manager,3,Married,33439,46117,968457,0,Y,No,30,3,1,80,2,35,5,4,29,1,11,19,0,41-50,High,High Risk
36,No,Travel_Rarely,932,Human Resources,29,3,Medical,1,33441,4,Female,89,4,3,Laboratory Technician,2,Single,33441,14773,192049,2,Y,No,35,3,2,80,2,37,5,1,11,2,10,5,0,30-40,Medium,High Risk
24,No,Travel_Frequently,768,Sales,7,2,Life Sciences,1,20834,3,Male,116,1,3,Manager,2,Single,20834,13929,181077,1,Y,No,28,1,4,80,4,25,2,3,23,13,14,14,0,Below 30,Medium,High Risk
24,No,Non-Travel,1139,Software,28,1,Human Resources,1,33453,4,Female,106,4,2,Research Director,1,Divorced,33453,10991,76937,1,Y,Yes,36,4,1,80,2,39,4,3,10,9,1,1,0,Below 30,Medium,Low Risk
57,Yes,Non-Travel,1181,Research & Development,20,1,Life Sciences,1,20835,3,Male,181,4,4,Sales Representative,4,Divorced,20835,25336,25336,5,Y,Yes,49,1,4,80,3,9,6,4,9,8,7,6,1,50+,Medium,High Risk
34,Yes,Travel_Rarely,278,Sales,45,5,Marketing,1,33455,2,Male,73,3,1,Research Director,2,Married,33455,44083,573079,0,Y,Yes,43,1,3,80,2,23,3,2,23,13,16,21,1,30-40,High,High Risk
59,No,Travel_Rarely,485,Hardware,28,1,Human Resources,1,33465,1,Female,42,4,3,Manufacturing Director,2,Divorced,33465,16604,365288,5,Y,Yes,45,3,1,80,2,9,5,1,3,1,3,3,0,50+,Medium,Low Risk
55,Yes,Non-Travel,193,Human Resources,49,4,Medical,1,20837,4,Female,112,4,2,Research Director,1,Married,20837,12249,24498,4,Y,No,2,1,3,80,4,39,6,2,36,10,31,2,1,50+,Medium,High Risk
24,No,Travel_Frequently,1062,Research & Development,8,2,Marketing,1,33467,2,Male,67,1,5,Manager,1,Married,33467,8031,104403,6,Y,Yes,19,2,2,80,2,35,4,4,11,9,1,8,0,Below 30,Low,Low Risk
34,Yes,Travel_Rarely,1323,Support,10,1,Medical,1,33470,1,Female,122,2,1,Research Scientist,3,Divorced,33470,43664,873280,4,Y,Yes,31,3,2,80,2,13,4,2,12,12,2,7,1,30-40,High,Low Risk
18,No,Non-Travel,1041,Software,39,4,Other,1,20839,4,Male,176,4,1,Sales Representative,2,Divorced,20839,17173,257595,0,Y,Yes,46,2,4,80,3,20,2,4,7,2,7,1,0,Below 30,Medium,High Risk
33,Yes,Travel_Frequently,516,Software,8,3,Other,1,33486,1,Male,174,3,3,Research Scientist,3,Divorced,33486,5830,69960,8,Y,Yes,32,3,1,80,2,11,3,2,4,2,4,4,1,30-40,Low,High Risk
23,Yes,Non-Travel,477,Hardware,33,4,Technical Degree,1,20840,4,Female,42,2,4,Laboratory Technician,2,Single,20840,20151,201510,6,Y,Yes,8,3,4,80,4,27,5,3,4,4,2,4,1,Below 30,Medium,Low Risk
28,Yes,Travel_Rarely,857,Software,29,3,Other,1,33487,4,Male,108,4,5,Human Resources,1,Married,33487,44152,397368,7,Y,No,42,3,2,80,2,4,1,1,3,3,1,1,1,Below 30,High,Low Risk
21,No,Travel_Frequently,361,Software,27,1,Marketing,1,20841,3,Female,82,4,5,Research Scientist,4,Married,20841,3532,81236,6,Y,No,23,3,4,80,4,22,1,3,5,1,4,4,0,Below 30,Low,High Risk
32,No,Travel_Frequently,970,Sales,19,1,Other,1,33488,2,Male,186,4,5,Laboratory Technician,4,Married,33488,30539,763475,3,Y,No,16,2,2,80,2,9,5,3,1,1,1,1,0,30-40,High,Low Risk
30,No,Travel_Rarely,893,Sales,13,4,Life Sciences,1,20842,3,Male,93,3,5,Research Director,3,Divorced,20842,43431,694896,7,Y,Yes,0,4,4,80,4,7,1,4,1,1,1,1,0,30-40,High,Low Risk
39,Yes,Travel_Frequently,187,Research & Development,15,2,Human Resources,1,33490,4,Female,165,2,4,Developer,1,Single,33490,1019,12228,6,Y,No,14,1,4,80,2,1,4,3,1,1,1,1,1,30-40,Low,Low Risk
53,No,Travel_Rarely,357,Support,2,2,Marketing,1,33491,1,Female,178,4,5,Research Scientist,2,Single,33491,45515,273090,7,Y,Yes,47,1,2,80,2,10,5,3,3,3,2,2,0,50+,High,Low Risk
28,Yes,Non-Travel,350,Support,43,1,Human Resources,1,20844,3,Female,179,1,4,Healthcare Representative,4,Single,20844,1812,19932,5,Y,No,10,2,1,80,4,7,6,4,1,1,1,1,1,Below 30,Low,Low Risk
49,Yes,Non-Travel,1208,Sales,1,5,Medical,1,33509,1,Male,145,2,2,Research Scientist,2,Divorced,33509,1532,38300,7,Y,Yes,16,1,4,80,2,38,2,4,36,19,3,16,1,41-50,Low,Low Risk
26,Yes,Travel_Rarely,943,Sales,27,2,Marketing,1,33511,1,Female,193,3,4,Human Resources,4,Divorced,33511,43294,649410,2,Y,No,32,2,2,80,2,33,1,4,2,1,1,2,1,Below 30,High,Low Risk
46,Yes,Travel_Frequently,656,Sales,44,1,Life Sciences,1,20846,2,Female,133,3,5,Research Scientist,4,Single,20846,24890,74670,4,Y,No,7,3,4,80,3,13,4,1,8,5,5,6,1,41-50,Medium,High Risk
48,Yes,Travel_Rarely,449,Sales,49,1,Technical Degree,1,33514,1,Male,88,1,1,Sales Representative,3,Divorced,33514,27173,543460,8,Y,No,48,2,3,80,2,15,6,1,7,7,3,5,1,41-50,Medium,Low Risk
47,No,Non-Travel,1491,Sales,20,2,Marketing,1,33520,1,Female,142,2,3,Manufacturing Director,2,Divorced,33520,27489,329868,5,Y,Yes,5,2,1,80,2,6,4,3,3,1,1,2,0,41-50,Medium,Low Risk
26,No,Travel_Frequently,1128,Human Resources,18,1,Human Resources,1,20848,2,Female,158,2,1,Healthcare Representative,3,Married,20848,21674,325110,7,Y,No,7,4,3,80,3,39,4,4,26,23,25,2,0,Below 30,Medium,High Risk
18,No,Non-Travel,479,Support,17,4,Human Resources,1,33528,1,Male,40,3,3,Sales Representative,2,Divorced,33528,1471,19123,4,Y,No,26,3,1,80,2,24,5,4,1,1,1,1,0,Below 30,Low,Low Risk
21,Yes,Travel_Rarely,1387,Human Resources,41,2,Medical,1,20849,4,Male,184,2,2,Manager,2,Divorced,20849,6887,117079,6,Y,No,23,3,1,80,4,5,6,2,4,3,4,3,1,Below 30,Low,High Risk
47,No,Travel_Frequently,1445,Human Resources,34,2,Marketing,1,33529,3,Female,72,3,3,Sales Representative,2,Married,33529,34883,453479,0,Y,No,43,4,2,80,2,1,6,2,1,1,1,1,0,41-50,High,Low Risk
30,No,Travel_Frequently,1167,Support,34,2,Marketing,1,33532,2,Female,160,4,3,Manufacturing Director,1,Divorced,33532,34838,592246,4,Y,No,20,1,1,80,2,7,3,4,2,2,1,1,0,30-40,High,Low Risk
27,Yes,Non-Travel,668,Human Resources,25,4,Technical Degree,1,33539,4,Male,169,2,2,Research Director,2,Single,33539,43055,559715,8,Y,No,29,2,3,80,2,35,1,4,3,3,2,2,1,Below 30,High,Low Risk
24,No,Non-Travel,1337,Sales,23,5,Medical,1,33540,2,Male,92,4,4,Human Resources,3,Married,33540,48071,672994,0,Y,Yes,13,4,2,80,2,35,5,3,22,17,6,12,0,Below 30,High,High Risk
51,Yes,Travel_Rarely,1234,Hardware,41,3,Other,1,20853,1,Male,72,3,5,Research Scientist,3,Divorced,20853,47102,565224,3,Y,No,7,2,3,80,3,3,6,1,3,2,3,3,1,50+,High,Low Risk
28,No,Non-Travel,181,Research & Development,24,2,Medical,1,33543,3,Female,58,2,1,Sales Representative,4,Single,33543,14356,14356,1,Y,Yes,19,2,1,80,2,23,2,1,2,1,1,1,0,Below 30,Medium,Low Risk
33,No,Travel_Rarely,463,Software,29,1,Life Sciences,1,33547,4,Male,134,1,4,Laboratory Technician,1,Divorced,33547,38230,38230,6,Y,No,27,3,4,80,2,39,2,4,1,1,1,1,0,30-40,High,Low Risk
52,Yes,Non-Travel,1346,Human Resources,28,2,Human Resources,1,33556,4,Male,53,3,2,Sales Executive,2,Single,33556,22503,382551,1,Y,No,44,1,3,80,2,34,3,2,19,5,2,11,1,50+,Medium,Low Risk
43,No,Travel_Rarely,809,Support,14,5,Life Sciences,1,33557,2,Female,53,4,2,Sales Executive,2,Single,33557,24094,289128,4,Y,No,29,2,4,80,2,1,6,4,1,1,1,1,0,41-50,Medium,Low Risk
20,Yes,Non-Travel,454,Research & Development,3,3,Marketing,1,20857,3,Female,164,1,2,Developer,4,Divorced,20857,34327,446251,0,Y,No,41,2,3,80,4,31,3,3,6,3,3,6,1,Below 30,High,Low Risk
28,Yes,Travel_Rarely,366,Research & Development,38,4,Human Resources,1,33559,2,Male,194,3,2,Sales Executive,4,Divorced,33559,46436,1207336,4,Y,Yes,1,2,1,80,2,39,6,4,35,29,9,25,1,Below 30,High,High Risk
42,No,Non-Travel,1126,Human Resources,43,2,Medical,1,33561,3,Female,115,4,4,Sales Executive,1,Divorced,33561,10545,52725,0,Y,Yes,6,1,4,80,2,19,5,1,4,1,4,3,0,41-50,Medium,High Risk
35,No,Non-Travel,816,Research & Development,10,4,Technical Degree,1,20859,4,Female,82,4,4,Sales Representative,4,Married,20859,41841,209205,2,Y,Yes,37,2,1,80,3,6,1,1,5,3,5,1,0,30-40,High,High Risk
38,Yes,Travel_Rarely,140,Software,41,5,Technical Degree,1,33566,2,Male,36,2,4,Laboratory Technician,1,Single,33566,18111,362220,2,Y,Yes,46,4,3,80,2,33,4,1,7,6,3,6,1,30-40,Medium,Low Risk
24,No,Travel_Rarely,275,Research & Development,50,5,Technical Degree,1,20860,2,Male,140,4,1,Laboratory Technician,3,Divorced,20860,30603,887487,7,Y,No,25,4,4,80,4,17,3,4,17,11,12,15,0,Below 30,High,High Risk
50,Yes,Non-Travel,595,Human Resources,1,1,Other,1,33570,3,Male,34,4,1,Developer,4,Divorced,33570,40156,361404,1,Y,Yes,18,2,3,80,2,11,2,1,1,1,1,1,1,41-50,High,Low Risk
47,No,Non-Travel,119,Research & Development,39,4,Human Resources,1,20861,3,Female,177,2,4,Manager,4,Married,20861,14982,299640,0,Y,Yes,20,4,4,80,3,39,5,2,3,1,1,1,0,41-50,Medium,Low Risk
27,Yes,Travel_Frequently,480,Software,34,3,Other,1,33572,2,Male,106,1,4,Developer,2,Single,33572,18020,90100,2,Y,No,46,1,3,80,2,1,3,2,1,1,1,1,1,Below 30,Medium,Low Risk
26,No,Non-Travel,531,Support,22,4,Medical,1,33574,2,Male,162,4,2,Laboratory Technician,1,Married,33574,3089,40157,6,Y,Yes,35,3,2,80,2,35,5,1,32,12,12,8,0,Below 30,Low,High Risk
25,Yes,Travel_Rarely,860,Software,22,1,Marketing,1,33583,3,Female,161,3,5,Laboratory Technician,2,Divorced,33583,7128,142560,2,Y,No,23,2,3,80,2,8,2,2,7,1,5,1,1,Below 30,Low,High Risk
32,No,Non-Travel,671,Software,5,3,Medical,1,33587,3,Female,86,4,1,Manufacturing Director,2,Single,33587,21898,569348,1,Y,Yes,8,3,2,80,2,18,5,1,7,3,6,7,0,30-40,Medium,High Risk
51,No,Non-Travel,1450,Research & Development,9,5,Human Resources,1,33595,4,Female,99,2,3,Research Scientist,4,Married,33595,8789,210936,4,Y,No,29,4,3,80,2,11,4,3,2,1,1,2,0,50+,Low,Low Risk
43,No,Travel_Frequently,766,Support,12,1,Life Sciences,1,33598,3,Male,109,3,4,Manufacturing Director,4,Divorced,33598,15053,376325,7,Y,Yes,43,3,3,80,2,9,1,2,4,1,4,1,0,41-50,Medium,High Risk
45,Yes,Non-Travel,1290,Support,43,3,Other,1,20867,1,Male,51,4,1,Research Director,1,Single,20867,8213,82130,7,Y,Yes,11,3,2,80,4,3,1,1,3,1,3,2,1,41-50,Low,Low Risk
28,Yes,Travel_Frequently,834,Software,9,1,Marketing,1,33599,1,Male,92,3,3,Research Scientist,3,Divorced,33599,38399,499187,8,Y,No,47,2,2,80,2,21,2,1,5,2,3,5,1,Below 30,High,Low Risk
27,No,Travel_Rarely,291,Sales,14,1,Technical Degree,1,20868,2,Female,168,2,4,Manager,1,Divorced,20868,46094,1382820,3,Y,Yes,2,4,3,80,4,19,1,1,13,8,10,3,0,Below 30,High,High Risk
42,Yes,Non-Travel,577,Support,29,4,Human Resources,1,33601,1,Female,117,4,2,Human Resources,3,Divorced,33601,11688,11688,1,Y,No,18,3,1,80,2,8,6,1,8,2,8,4,1,41-50,Medium,High Risk
24,No,Travel_Rarely,1117,Support,10,2,Technical Degree,1,33605,1,Male,32,1,4,Healthcare Representative,4,Single,33605,7230,187980,6,Y,Yes,11,2,4,80,2,7,5,1,7,5,6,5,0,Below 30,Low,High Risk
43,Yes,Travel_Rarely,828,Software,50,3,Other,1,20870,4,Male,145,2,4,Manager,2,Divorced,20870,16584,149256,1,Y,Yes,32,4,1,80,4,5,5,1,5,4,1,5,1,41-50,Medium,Low Risk
58,Yes,Travel_Rarely,163,Support,5,1,Marketing,1,33606,4,Male,50,1,3,Healthcare Representative,3,Married,33606,28856,173136,5,Y,Yes,30,4,1,80,2,1,2,3,1,1,1,1,1,50+,Medium,Low Risk
57,Yes,Non-Travel,226,Human Resources,7,2,Human Resources,1,33612,2,Male,131,1,5,Manager,4,Married,33612,42893,514716,0,Y,No,27,4,1,80,2,27,4,3,20,10,15,19,1,50+,High,High Risk
23,Yes,Travel_Rarely,229,Human Resources,31,1,Medical,1,20872,4,Female,118,3,1,Human Resources,2,Single,20872,7649,206523,5,Y,Yes,18,3,4,80,4,35,1,2,29,21,2,19,1,Below 30,Low,Low Risk
45,No,Travel_Frequently,1448,Sales,11,4,Life Sciences,1,33621,1,Male,39,4,3,Research Scientist,2,Married,33621,2526,30312,2,Y,Yes,38,1,2,80,2,25,5,3,15,8,7,4,0,41-50,Low,High Risk
49,No,Non-Travel,1271,Human Resources,18,3,Technical Degree,1,20873,1,Female,112,2,2,Research Scientist,2,Married,20873,3162,88536,7,Y,Yes,2,3,1,80,3,6,3,2,6,1,4,3,0,41-50,Low,High Risk
33,No,Non-Travel,1472,Support,3,5,Marketing,1,33625,1,Male,39,4,2,Sales Representative,4,Married,33625,43350,606900,2,Y,No,31,2,4,80,2,17,1,3,5,2,3,5,0,30-40,High,Low Risk
53,Yes,Travel_Rarely,1496,Support,48,2,Life Sciences,1,20874,2,Female,168,3,1,Research Scientist,4,Single,20874,15726,408876,5,Y,Yes,20,3,3,80,4,2,6,2,1,1,1,1,1,50+,Medium,Low Risk
32,No,Travel_Frequently,1235,Human Resources,49,4,Human Resources,1,33628,4,Female,72,3,5,Sales Representative,4,Married,33628,11644,337676,1,Y,No,4,1,4,80,2,19,1,4,6,2,6,5,0,30-40,Medium,High Risk
18,No,Travel_Rarely,306,Research & Development,44,5,Marketing,1,33632,2,Female,88,3,3,Developer,3,Married,33632,47457,854226,6,Y,Yes,15,1,4,80,2,8,6,4,2,1,1,2,0,Below 30,High,Low Risk
37,No,Travel_Rarely,1272,Human Resources,33,3,Human Resources,1,20876,4,Female,190,2,1,Manager,3,Single,20876,4991,94829,3,Y,Yes,47,4,4,80,4,14,6,3,5,4,2,4,0,30-40,Low,Low Risk
52,Yes,Travel_Rarely,180,Support,19,1,Medical,1,33633,3,Male,45,2,1,Sales Executive,1,Single,33633,36694,403634,5,Y,No,40,4,3,80,2,2,2,1,2,2,1,1,1,50+,High,Low Risk
41,No,Travel_Frequently,511,Software,44,3,Human Resources,1,33636,4,Female,37,4,2,Manufacturing Director,2,Single,33636,13277,13277,0,Y,No,45,2,1,80,2,22,5,3,6,4,6,5,0,41-50,Medium,High Risk
42,Yes,Travel_Frequently,863,Human Resources,24,3,Marketing,1,33637,3,Male,41,1,3,Research Director,2,Single,33637,1341,33525,8,Y,Yes,12,1,4,80,2,12,6,4,6,2,3,1,1,41-50,Low,Low Risk
39,No,Travel_Rarely,1479,Hardware,14,3,Human Resources,1,33639,1,Male,155,2,3,Manager,1,Divorced,33639,33279,865254,7,Y,No,44,1,3,80,2,26,2,1,17,10,3,16,0,30-40,High,Low Risk
47,Yes,Travel_Frequently,321,Human Resources,18,4,Marketing,1,20880,4,Male,118,4,3,Sales Representative,1,Divorced,20880,35628,320652,5,Y,No,23,2,3,80,4,8,5,4,7,2,2,1,1,41-50,High,Low Risk
